Gene.ID,Transcript.ID,CDS.Type,UTR.Type
GUJ93_ZPchr0002g25336,gnl|KimballUMN|GUJ93_ZPchr0002g25336-1,1,1
GUJ93_ZPchr0002g25337,gnl|KimballUMN|GUJ93_ZPchr0002g25337-1,1,1
GUJ93_ZPchr0002g25338,gnl|KimballUMN|GUJ93_ZPchr0002g25338-1,1,1
GUJ93_ZPchr0002g25339,gnl|KimballUMN|GUJ93_ZPchr0002g25339-1,1,1
GUJ93_ZPchr0002g25340,gnl|KimballUMN|GUJ93_ZPchr0002g25340-1,1,1
GUJ93_ZPchr0002g25341,gnl|KimballUMN|GUJ93_ZPchr0002g25341-1,1,1
GUJ93_ZPchr0002g25342,gnl|KimballUMN|GUJ93_ZPchr0002g25342-1,1,1
GUJ93_ZPchr0002g25343,gnl|KimballUMN|GUJ93_ZPchr0002g25343-1,1,1
GUJ93_ZPchr0002g25344,gnl|KimballUMN|GUJ93_ZPchr0002g25344-1,1,1
GUJ93_ZPchr0002g25345,gnl|KimballUMN|GUJ93_ZPchr0002g25345-1,1,1
GUJ93_ZPchr0002g25346,gnl|KimballUMN|GUJ93_ZPchr0002g25346-1,1,1
GUJ93_ZPchr0002g25347,gnl|KimballUMN|GUJ93_ZPchr0002g25347-1,1,1
GUJ93_ZPchr0002g25348,gnl|KimballUMN|GUJ93_ZPchr0002g25348-1,1,1
GUJ93_ZPchr0002g25349,gnl|KimballUMN|GUJ93_ZPchr0002g25349-1,1,1
GUJ93_ZPchr0002g25350,gnl|KimballUMN|GUJ93_ZPchr0002g25350-4,1,1
GUJ93_ZPchr0002g25350,gnl|KimballUMN|GUJ93_ZPchr0002g25350-3,2,1
GUJ93_ZPchr0002g25350,gnl|KimballUMN|GUJ93_ZPchr0002g25350-2,3,1
GUJ93_ZPchr0002g25350,gnl|KimballUMN|GUJ93_ZPchr0002g25350-1,4,1
GUJ93_ZPchr0002g25351,gnl|KimballUMN|GUJ93_ZPchr0002g25351-1,1,1
GUJ93_ZPchr0002g25352,gnl|KimballUMN|GUJ93_ZPchr0002g25352-1,1,1
GUJ93_ZPchr0002g25353,gnl|KimballUMN|GUJ93_ZPchr0002g25353-1,1,1
GUJ93_ZPchr0002g25354,gnl|KimballUMN|GUJ93_ZPchr0002g25354-4,1,1
GUJ93_ZPchr0002g25354,gnl|KimballUMN|GUJ93_ZPchr0002g25354-1,2,1
GUJ93_ZPchr0002g25354,gnl|KimballUMN|GUJ93_ZPchr0002g25354-2,2,2
GUJ93_ZPchr0002g25354,gnl|KimballUMN|GUJ93_ZPchr0002g25354-3,3,1
GUJ93_ZPchr0002g25355,gnl|KimballUMN|GUJ93_ZPchr0002g25355-1,1,1
GUJ93_ZPchr0002g25356,gnl|KimballUMN|GUJ93_ZPchr0002g25356-1,1,1
GUJ93_ZPchr0002g25357,gnl|KimballUMN|GUJ93_ZPchr0002g25357-1,1,1
GUJ93_ZPchr0002g25358,gnl|KimballUMN|GUJ93_ZPchr0002g25358-1,1,1
GUJ93_ZPchr0002g25359,gnl|KimballUMN|GUJ93_ZPchr0002g25359-1,1,1
GUJ93_ZPchr0002g25360,gnl|KimballUMN|GUJ93_ZPchr0002g25360-2,1,1
GUJ93_ZPchr0002g25360,gnl|KimballUMN|GUJ93_ZPchr0002g25360-1,2,1
GUJ93_ZPchr0002g25361,gnl|KimballUMN|GUJ93_ZPchr0002g25361-1,1,1
GUJ93_ZPchr0002g25362,gnl|KimballUMN|GUJ93_ZPchr0002g25362-1,1,1
GUJ93_ZPchr0002g25363,gnl|KimballUMN|GUJ93_ZPchr0002g25363-1,1,1
GUJ93_ZPchr0002g25364,gnl|KimballUMN|GUJ93_ZPchr0002g25364-1,1,1
GUJ93_ZPchr0002g25365,gnl|KimballUMN|GUJ93_ZPchr0002g25365-1,1,1
GUJ93_ZPchr0002g25366,gnl|KimballUMN|GUJ93_ZPchr0002g25366-1,1,1
GUJ93_ZPchr0002g25367,gnl|KimballUMN|GUJ93_ZPchr0002g25367-1,1,1
GUJ93_ZPchr0002g25368,gnl|KimballUMN|GUJ93_ZPchr0002g25368-1,1,1
GUJ93_ZPchr0002g25369,gnl|KimballUMN|GUJ93_ZPchr0002g25369-1,1,1
GUJ93_ZPchr0002g25370,gnl|KimballUMN|GUJ93_ZPchr0002g25370-1,1,1
GUJ93_ZPchr0002g25371,gnl|KimballUMN|GUJ93_ZPchr0002g25371-1,1,1
GUJ93_ZPchr0002g25372,gnl|KimballUMN|GUJ93_ZPchr0002g25372-1,1,1
GUJ93_ZPchr0002g25373,gnl|KimballUMN|GUJ93_ZPchr0002g25373-1,1,1
GUJ93_ZPchr0002g25374,gnl|KimballUMN|GUJ93_ZPchr0002g25374-1,1,1
GUJ93_ZPchr0002g25375,gnl|KimballUMN|GUJ93_ZPchr0002g25375-1,1,1
GUJ93_ZPchr0002g25376,gnl|KimballUMN|GUJ93_ZPchr0002g25376-1,1,1
GUJ93_ZPchr0002g25377,gnl|KimballUMN|GUJ93_ZPchr0002g25377-1,1,1
GUJ93_ZPchr0002g25378,gnl|KimballUMN|GUJ93_ZPchr0002g25378-1,1,1
GUJ93_ZPchr0002g25378,gnl|KimballUMN|GUJ93_ZPchr0002g25378-2,2,1
GUJ93_ZPchr0002g25379,gnl|KimballUMN|GUJ93_ZPchr0002g25379-1,1,1
GUJ93_ZPchr0002g25380,gnl|KimballUMN|GUJ93_ZPchr0002g25380-1,1,1
GUJ93_ZPchr0002g25381,gnl|KimballUMN|GUJ93_ZPchr0002g25381-1,1,1
GUJ93_ZPchr0002g25382,gnl|KimballUMN|GUJ93_ZPchr0002g25382-1,1,1
GUJ93_ZPchr0002g25383,gnl|KimballUMN|GUJ93_ZPchr0002g25383-1,1,1
GUJ93_ZPchr0002g25384,gnl|KimballUMN|GUJ93_ZPchr0002g25384-1,1,1
GUJ93_ZPchr0002g25385,gnl|KimballUMN|GUJ93_ZPchr0002g25385-1,1,1
GUJ93_ZPchr0002g25386,gnl|KimballUMN|GUJ93_ZPchr0002g25386-1,1,1
GUJ93_ZPchr0002g25387,gnl|KimballUMN|GUJ93_ZPchr0002g25387-1,1,1
GUJ93_ZPchr0002g25388,gnl|KimballUMN|GUJ93_ZPchr0002g25388-1,1,1
GUJ93_ZPchr0002g25389,gnl|KimballUMN|GUJ93_ZPchr0002g25389-1,1,1
GUJ93_ZPchr0002g25390,gnl|KimballUMN|GUJ93_ZPchr0002g25390-1,1,1
GUJ93_ZPchr0002g25391,gnl|KimballUMN|GUJ93_ZPchr0002g25391-1,1,1
GUJ93_ZPchr0002g25392,gnl|KimballUMN|GUJ93_ZPchr0002g25392-1,1,1
GUJ93_ZPchr0002g25393,gnl|KimballUMN|GUJ93_ZPchr0002g25393-1,1,1
GUJ93_ZPchr0002g25394,gnl|KimballUMN|GUJ93_ZPchr0002g25394-1,1,1
GUJ93_ZPchr0002g25395,gnl|KimballUMN|GUJ93_ZPchr0002g25395-1,1,1
GUJ93_ZPchr0002g25396,gnl|KimballUMN|GUJ93_ZPchr0002g25396-1,1,1
GUJ93_ZPchr0002g25397,gnl|KimballUMN|GUJ93_ZPchr0002g25397-1,1,1
GUJ93_ZPchr0002g25398,gnl|KimballUMN|GUJ93_ZPchr0002g25398-1,1,1
GUJ93_ZPchr0002g25399,gnl|KimballUMN|GUJ93_ZPchr0002g25399-1,1,1
GUJ93_ZPchr0002g25400,gnl|KimballUMN|GUJ93_ZPchr0002g25400-1,1,1
GUJ93_ZPchr0002g25401,gnl|KimballUMN|GUJ93_ZPchr0002g25401-1,1,1
GUJ93_ZPchr0002g25402,gnl|KimballUMN|GUJ93_ZPchr0002g25402-1,1,1
GUJ93_ZPchr0002g25403,gnl|KimballUMN|GUJ93_ZPchr0002g25403-1,1,1
GUJ93_ZPchr0002g25404,gnl|KimballUMN|GUJ93_ZPchr0002g25404-1,1,1
GUJ93_ZPchr0002g25405,gnl|KimballUMN|GUJ93_ZPchr0002g25405-1,1,1
GUJ93_ZPchr0002g25405,gnl|KimballUMN|GUJ93_ZPchr0002g25405-3,2,1
GUJ93_ZPchr0002g25405,gnl|KimballUMN|GUJ93_ZPchr0002g25405-2,3,1
GUJ93_ZPchr0002g25406,gnl|KimballUMN|GUJ93_ZPchr0002g25406-1,1,1
GUJ93_ZPchr0002g25406,gnl|KimballUMN|GUJ93_ZPchr0002g25406-2,2,1
GUJ93_ZPchr0002g25407,gnl|KimballUMN|GUJ93_ZPchr0002g25407-1,1,1
GUJ93_ZPchr0002g25408,gnl|KimballUMN|GUJ93_ZPchr0002g25408-2,1,1
GUJ93_ZPchr0002g25408,gnl|KimballUMN|GUJ93_ZPchr0002g25408-3,2,1
GUJ93_ZPchr0002g25408,gnl|KimballUMN|GUJ93_ZPchr0002g25408-1,2,2
GUJ93_ZPchr0002g25409,gnl|KimballUMN|GUJ93_ZPchr0002g25409-1,1,1
GUJ93_ZPchr0002g25410,gnl|KimballUMN|GUJ93_ZPchr0002g25410-1,1,1
GUJ93_ZPchr0002g25411,gnl|KimballUMN|GUJ93_ZPchr0002g25411-1,1,1
GUJ93_ZPchr0002g25412,gnl|KimballUMN|GUJ93_ZPchr0002g25412-1,1,1
GUJ93_ZPchr0002g25413,gnl|KimballUMN|GUJ93_ZPchr0002g25413-1,1,1
GUJ93_ZPchr0002g25414,gnl|KimballUMN|GUJ93_ZPchr0002g25414-1,1,1
GUJ93_ZPchr0002g25415,gnl|KimballUMN|GUJ93_ZPchr0002g25415-3,1,1
GUJ93_ZPchr0002g25415,gnl|KimballUMN|GUJ93_ZPchr0002g25415-2,2,1
GUJ93_ZPchr0002g25415,gnl|KimballUMN|GUJ93_ZPchr0002g25415-1,3,1
GUJ93_ZPchr0002g25416,gnl|KimballUMN|GUJ93_ZPchr0002g25416-1,1,1
GUJ93_ZPchr0002g25417,gnl|KimballUMN|GUJ93_ZPchr0002g25417-1,1,1
GUJ93_ZPchr0002g25418,gnl|KimballUMN|GUJ93_ZPchr0002g25418-1,1,1
GUJ93_ZPchr0002g25419,gnl|KimballUMN|GUJ93_ZPchr0002g25419-2,1,1
GUJ93_ZPchr0002g25419,gnl|KimballUMN|GUJ93_ZPchr0002g25419-1,2,1
GUJ93_ZPchr0002g25420,gnl|KimballUMN|GUJ93_ZPchr0002g25420-1,1,1
GUJ93_ZPchr0002g25421,gnl|KimballUMN|GUJ93_ZPchr0002g25421-1,1,1
GUJ93_ZPchr0002g25422,gnl|KimballUMN|GUJ93_ZPchr0002g25422-1,1,1
GUJ93_ZPchr0002g25423,gnl|KimballUMN|GUJ93_ZPchr0002g25423-1,1,1
GUJ93_ZPchr0002g25424,gnl|KimballUMN|GUJ93_ZPchr0002g25424-1,1,1
GUJ93_ZPchr0002g25425,gnl|KimballUMN|GUJ93_ZPchr0002g25425-1,1,1
GUJ93_ZPchr0002g25426,gnl|KimballUMN|GUJ93_ZPchr0002g25426-1,1,1
GUJ93_ZPchr0002g25427,gnl|KimballUMN|GUJ93_ZPchr0002g25427-1,1,1
GUJ93_ZPchr0002g25428,gnl|KimballUMN|GUJ93_ZPchr0002g25428-1,1,1
GUJ93_ZPchr0002g25429,gnl|KimballUMN|GUJ93_ZPchr0002g25429-1,1,1
GUJ93_ZPchr0002g25430,gnl|KimballUMN|GUJ93_ZPchr0002g25430-1,1,1
GUJ93_ZPchr0002g25431,gnl|KimballUMN|GUJ93_ZPchr0002g25431-1,1,1
GUJ93_ZPchr0002g25432,gnl|KimballUMN|GUJ93_ZPchr0002g25432-1,1,1
GUJ93_ZPchr0002g25433,gnl|KimballUMN|GUJ93_ZPchr0002g25433-1,1,1
GUJ93_ZPchr0002g25434,gnl|KimballUMN|GUJ93_ZPchr0002g25434-1,1,1
GUJ93_ZPchr0002g25435,gnl|KimballUMN|GUJ93_ZPchr0002g25435-1,1,1
GUJ93_ZPchr0002g25436,gnl|KimballUMN|GUJ93_ZPchr0002g25436-1,1,1
GUJ93_ZPchr0002g25437,gnl|KimballUMN|GUJ93_ZPchr0002g25437-1,1,1
GUJ93_ZPchr0002g25438,gnl|KimballUMN|GUJ93_ZPchr0002g25438-1,1,1
GUJ93_ZPchr0002g25439,gnl|KimballUMN|GUJ93_ZPchr0002g25439-1,1,1
GUJ93_ZPchr0002g25440,gnl|KimballUMN|GUJ93_ZPchr0002g25440-1,1,1
GUJ93_ZPchr0002g25441,gnl|KimballUMN|GUJ93_ZPchr0002g25441-1,1,1
GUJ93_ZPchr0002g25442,gnl|KimballUMN|GUJ93_ZPchr0002g25442-1,1,1
GUJ93_ZPchr0002g25443,gnl|KimballUMN|GUJ93_ZPchr0002g25443-3,1,1
GUJ93_ZPchr0002g25443,gnl|KimballUMN|GUJ93_ZPchr0002g25443-1,2,1
GUJ93_ZPchr0002g25443,gnl|KimballUMN|GUJ93_ZPchr0002g25443-2,2,2
GUJ93_ZPchr0002g25444,gnl|KimballUMN|GUJ93_ZPchr0002g25444-1,1,1
GUJ93_ZPchr0002g25445,gnl|KimballUMN|GUJ93_ZPchr0002g25445-1,1,1
GUJ93_ZPchr0002g25446,gnl|KimballUMN|GUJ93_ZPchr0002g25446-1,1,1
GUJ93_ZPchr0002g25447,gnl|KimballUMN|GUJ93_ZPchr0002g25447-1,1,1
GUJ93_ZPchr0002g25448,gnl|KimballUMN|GUJ93_ZPchr0002g25448-1,1,1
GUJ93_ZPchr0002g25449,gnl|KimballUMN|GUJ93_ZPchr0002g25449-1,1,1
GUJ93_ZPchr0002g25450,gnl|KimballUMN|GUJ93_ZPchr0002g25450-1,1,1
GUJ93_ZPchr0002g25451,gnl|KimballUMN|GUJ93_ZPchr0002g25451-1,1,1
GUJ93_ZPchr0002g25452,gnl|KimballUMN|GUJ93_ZPchr0002g25452-1,1,1
GUJ93_ZPchr0002g25453,gnl|KimballUMN|GUJ93_ZPchr0002g25453-1,1,1
GUJ93_ZPchr0002g25454,gnl|KimballUMN|GUJ93_ZPchr0002g25454-1,1,1
GUJ93_ZPchr0002g25455,gnl|KimballUMN|GUJ93_ZPchr0002g25455-1,1,1
GUJ93_ZPchr0002g25456,gnl|KimballUMN|GUJ93_ZPchr0002g25456-1,1,1
GUJ93_ZPchr0002g25457,gnl|KimballUMN|GUJ93_ZPchr0002g25457-1,1,1
GUJ93_ZPchr0002g25458,gnl|KimballUMN|GUJ93_ZPchr0002g25458-1,1,1
GUJ93_ZPchr0002g25459,gnl|KimballUMN|GUJ93_ZPchr0002g25459-1,1,1
GUJ93_ZPchr0002g25460,gnl|KimballUMN|GUJ93_ZPchr0002g25460-1,1,1
GUJ93_ZPchr0002g25461,gnl|KimballUMN|GUJ93_ZPchr0002g25461-1,1,1
GUJ93_ZPchr0002g25461,gnl|KimballUMN|GUJ93_ZPchr0002g25461-2,1,2
GUJ93_ZPchr0002g25461,gnl|KimballUMN|GUJ93_ZPchr0002g25461-3,1,3
GUJ93_ZPchr0002g25462,gnl|KimballUMN|GUJ93_ZPchr0002g25462-1,1,1
GUJ93_ZPchr0002g25463,gnl|KimballUMN|GUJ93_ZPchr0002g25463-1,1,1
GUJ93_ZPchr0002g25464,gnl|KimballUMN|GUJ93_ZPchr0002g25464-1,1,1
GUJ93_ZPchr0002g25465,gnl|KimballUMN|GUJ93_ZPchr0002g25465-1,1,1
GUJ93_ZPchr0002g25466,gnl|KimballUMN|GUJ93_ZPchr0002g25466-1,1,1
GUJ93_ZPchr0002g25467,gnl|KimballUMN|GUJ93_ZPchr0002g25467-2,1,1
GUJ93_ZPchr0002g25467,gnl|KimballUMN|GUJ93_ZPchr0002g25467-1,2,1
GUJ93_ZPchr0002g25468,gnl|KimballUMN|GUJ93_ZPchr0002g25468-1,1,1
GUJ93_ZPchr0002g25469,gnl|KimballUMN|GUJ93_ZPchr0002g25469-1,1,1
GUJ93_ZPchr0002g25470,gnl|KimballUMN|GUJ93_ZPchr0002g25470-1,1,1
GUJ93_ZPchr0002g25470,gnl|KimballUMN|GUJ93_ZPchr0002g25470-2,1,2
GUJ93_ZPchr0002g25471,gnl|KimballUMN|GUJ93_ZPchr0002g25471-1,1,1
GUJ93_ZPchr0002g25472,gnl|KimballUMN|GUJ93_ZPchr0002g25472-1,1,1
GUJ93_ZPchr0002g25473,gnl|KimballUMN|GUJ93_ZPchr0002g25473-1,1,1
GUJ93_ZPchr0002g25474,gnl|KimballUMN|GUJ93_ZPchr0002g25474-1,1,1
GUJ93_ZPchr0002g25475,gnl|KimballUMN|GUJ93_ZPchr0002g25475-1,1,1
GUJ93_ZPchr0002g25475,gnl|KimballUMN|GUJ93_ZPchr0002g25475-3,2,1
GUJ93_ZPchr0002g25475,gnl|KimballUMN|GUJ93_ZPchr0002g25475-7,3,1
GUJ93_ZPchr0002g25475,gnl|KimballUMN|GUJ93_ZPchr0002g25475-5,3,2
GUJ93_ZPchr0002g25475,gnl|KimballUMN|GUJ93_ZPchr0002g25475-4,4,1
GUJ93_ZPchr0002g25475,gnl|KimballUMN|GUJ93_ZPchr0002g25475-6,4,2
GUJ93_ZPchr0002g25475,gnl|KimballUMN|GUJ93_ZPchr0002g25475-2,4,3
GUJ93_ZPchr0002g25476,gnl|KimballUMN|GUJ93_ZPchr0002g25476-1,1,1
GUJ93_ZPchr0002g25477,gnl|KimballUMN|GUJ93_ZPchr0002g25477-1,1,1
GUJ93_ZPchr0002g25478,gnl|KimballUMN|GUJ93_ZPchr0002g25478-1,1,1
GUJ93_ZPchr0002g25479,gnl|KimballUMN|GUJ93_ZPchr0002g25479-1,1,1
GUJ93_ZPchr0002g25480,gnl|KimballUMN|GUJ93_ZPchr0002g25480-1,1,1
GUJ93_ZPchr0002g25481,gnl|KimballUMN|GUJ93_ZPchr0002g25481-1,1,1
GUJ93_ZPchr0002g25482,gnl|KimballUMN|GUJ93_ZPchr0002g25482-1,1,1
GUJ93_ZPchr0002g25483,gnl|KimballUMN|GUJ93_ZPchr0002g25483-2,1,1
GUJ93_ZPchr0002g25483,gnl|KimballUMN|GUJ93_ZPchr0002g25483-1,2,1
GUJ93_ZPchr0002g25484,gnl|KimballUMN|GUJ93_ZPchr0002g25484-1,1,1
GUJ93_ZPchr0002g25485,gnl|KimballUMN|GUJ93_ZPchr0002g25485-1,1,1
GUJ93_ZPchr0002g25486,gnl|KimballUMN|GUJ93_ZPchr0002g25486-1,1,1
GUJ93_ZPchr0002g25487,gnl|KimballUMN|GUJ93_ZPchr0002g25487-1,1,1
GUJ93_ZPchr0002g25488,gnl|KimballUMN|GUJ93_ZPchr0002g25488-1,1,1
GUJ93_ZPchr0002g25489,gnl|KimballUMN|GUJ93_ZPchr0002g25489-1,1,1
GUJ93_ZPchr0002g25489,gnl|KimballUMN|GUJ93_ZPchr0002g25489-3,2,1
GUJ93_ZPchr0002g25489,gnl|KimballUMN|GUJ93_ZPchr0002g25489-2,3,1
GUJ93_ZPchr0002g25490,gnl|KimballUMN|GUJ93_ZPchr0002g25490-1,1,1
GUJ93_ZPchr0002g25491,gnl|KimballUMN|GUJ93_ZPchr0002g25491-1,1,1
GUJ93_ZPchr0002g25492,gnl|KimballUMN|GUJ93_ZPchr0002g25492-1,1,1
GUJ93_ZPchr0002g25493,gnl|KimballUMN|GUJ93_ZPchr0002g25493-1,1,1
GUJ93_ZPchr0002g25494,gnl|KimballUMN|GUJ93_ZPchr0002g25494-1,1,1
GUJ93_ZPchr0002g25495,gnl|KimballUMN|GUJ93_ZPchr0002g25495-1,1,1
GUJ93_ZPchr0002g25496,gnl|KimballUMN|GUJ93_ZPchr0002g25496-1,1,1
GUJ93_ZPchr0002g25497,gnl|KimballUMN|GUJ93_ZPchr0002g25497-1,1,1
GUJ93_ZPchr0002g25498,gnl|KimballUMN|GUJ93_ZPchr0002g25498-2,1,1
GUJ93_ZPchr0002g25498,gnl|KimballUMN|GUJ93_ZPchr0002g25498-1,2,1
GUJ93_ZPchr0002g25499,gnl|KimballUMN|GUJ93_ZPchr0002g25499-2,1,1
GUJ93_ZPchr0002g25499,gnl|KimballUMN|GUJ93_ZPchr0002g25499-1,2,1
GUJ93_ZPchr0002g25500,gnl|KimballUMN|GUJ93_ZPchr0002g25500-1,1,1
GUJ93_ZPchr0002g25500,gnl|KimballUMN|GUJ93_ZPchr0002g25500-2,2,1
GUJ93_ZPchr0002g25500,gnl|KimballUMN|GUJ93_ZPchr0002g25500-3,3,1
GUJ93_ZPchr0002g25501,gnl|KimballUMN|GUJ93_ZPchr0002g25501-1,1,1
GUJ93_ZPchr0002g25502,gnl|KimballUMN|GUJ93_ZPchr0002g25502-1,1,1
GUJ93_ZPchr0002g25503,gnl|KimballUMN|GUJ93_ZPchr0002g25503-1,1,1
GUJ93_ZPchr0002g25504,gnl|KimballUMN|GUJ93_ZPchr0002g25504-1,1,1
GUJ93_ZPchr0002g25505,gnl|KimballUMN|GUJ93_ZPchr0002g25505-1,1,1
GUJ93_ZPchr0002g25506,gnl|KimballUMN|GUJ93_ZPchr0002g25506-1,1,1
GUJ93_ZPchr0002g25507,gnl|KimballUMN|GUJ93_ZPchr0002g25507-1,1,1
GUJ93_ZPchr0002g25508,gnl|KimballUMN|GUJ93_ZPchr0002g25508-1,1,1
GUJ93_ZPchr0002g25509,gnl|KimballUMN|GUJ93_ZPchr0002g25509-1,1,1
GUJ93_ZPchr0002g25510,gnl|KimballUMN|GUJ93_ZPchr0002g25510-1,1,1
GUJ93_ZPchr0002g25511,gnl|KimballUMN|GUJ93_ZPchr0002g25511-1,1,1
GUJ93_ZPchr0002g25512,gnl|KimballUMN|GUJ93_ZPchr0002g25512-1,1,1
GUJ93_ZPchr0002g25513,gnl|KimballUMN|GUJ93_ZPchr0002g25513-1,1,1
GUJ93_ZPchr0002g25514,gnl|KimballUMN|GUJ93_ZPchr0002g25514-1,1,1
GUJ93_ZPchr0002g25515,gnl|KimballUMN|GUJ93_ZPchr0002g25515-1,1,1
GUJ93_ZPchr0002g25516,gnl|KimballUMN|GUJ93_ZPchr0002g25516-1,1,1
GUJ93_ZPchr0002g25517,gnl|KimballUMN|GUJ93_ZPchr0002g25517-1,1,1
GUJ93_ZPchr0002g25518,gnl|KimballUMN|GUJ93_ZPchr0002g25518-3,1,1
GUJ93_ZPchr0002g25518,gnl|KimballUMN|GUJ93_ZPchr0002g25518-2,2,1
GUJ93_ZPchr0002g25518,gnl|KimballUMN|GUJ93_ZPchr0002g25518-4,2,2
GUJ93_ZPchr0002g25518,gnl|KimballUMN|GUJ93_ZPchr0002g25518-1,2,3
GUJ93_ZPchr0002g25519,gnl|KimballUMN|GUJ93_ZPchr0002g25519-1,1,1
GUJ93_ZPchr0002g25520,gnl|KimballUMN|GUJ93_ZPchr0002g25520-1,1,1
GUJ93_ZPchr0002g25521,gnl|KimballUMN|GUJ93_ZPchr0002g25521-1,1,1
GUJ93_ZPchr0002g25521,gnl|KimballUMN|GUJ93_ZPchr0002g25521-2,2,1
GUJ93_ZPchr0002g25522,gnl|KimballUMN|GUJ93_ZPchr0002g25522-1,1,1
GUJ93_ZPchr0002g25523,gnl|KimballUMN|GUJ93_ZPchr0002g25523-1,1,1
GUJ93_ZPchr0002g25524,gnl|KimballUMN|GUJ93_ZPchr0002g25524-1,1,1
GUJ93_ZPchr0002g25525,gnl|KimballUMN|GUJ93_ZPchr0002g25525-1,1,1
GUJ93_ZPchr0002g25526,gnl|KimballUMN|GUJ93_ZPchr0002g25526-1,1,1
GUJ93_ZPchr0002g25527,gnl|KimballUMN|GUJ93_ZPchr0002g25527-1,1,1
GUJ93_ZPchr0002g25528,gnl|KimballUMN|GUJ93_ZPchr0002g25528-1,1,1
GUJ93_ZPchr0002g25529,gnl|KimballUMN|GUJ93_ZPchr0002g25529-1,1,1
GUJ93_ZPchr0002g25530,gnl|KimballUMN|GUJ93_ZPchr0002g25530-1,1,1
GUJ93_ZPchr0002g25531,gnl|KimballUMN|GUJ93_ZPchr0002g25531-1,1,1
GUJ93_ZPchr0002g25532,gnl|KimballUMN|GUJ93_ZPchr0002g25532-1,1,1
GUJ93_ZPchr0002g25533,gnl|KimballUMN|GUJ93_ZPchr0002g25533-2,1,1
GUJ93_ZPchr0002g25533,gnl|KimballUMN|GUJ93_ZPchr0002g25533-1,2,1
GUJ93_ZPchr0002g25534,gnl|KimballUMN|GUJ93_ZPchr0002g25534-3,1,1
GUJ93_ZPchr0002g25534,gnl|KimballUMN|GUJ93_ZPchr0002g25534-2,1,2
GUJ93_ZPchr0002g25534,gnl|KimballUMN|GUJ93_ZPchr0002g25534-1,1,3
GUJ93_ZPchr0002g25535,gnl|KimballUMN|GUJ93_ZPchr0002g25535-1,1,1
GUJ93_ZPchr0002g25536,gnl|KimballUMN|GUJ93_ZPchr0002g25536-1,1,1
GUJ93_ZPchr0002g25537,gnl|KimballUMN|GUJ93_ZPchr0002g25537-1,1,1
GUJ93_ZPchr0002g25538,gnl|KimballUMN|GUJ93_ZPchr0002g25538-1,1,1
GUJ93_ZPchr0002g25539,gnl|KimballUMN|GUJ93_ZPchr0002g25539-1,1,1
GUJ93_ZPchr0002g25540,gnl|KimballUMN|GUJ93_ZPchr0002g25540-1,1,1
GUJ93_ZPchr0002g25541,gnl|KimballUMN|GUJ93_ZPchr0002g25541-1,1,1
GUJ93_ZPchr0002g25542,gnl|KimballUMN|GUJ93_ZPchr0002g25542-1,1,1
GUJ93_ZPchr0002g25543,gnl|KimballUMN|GUJ93_ZPchr0002g25543-3,1,1
GUJ93_ZPchr0002g25543,gnl|KimballUMN|GUJ93_ZPchr0002g25543-1,1,2
GUJ93_ZPchr0002g25543,gnl|KimballUMN|GUJ93_ZPchr0002g25543-2,2,1
GUJ93_ZPchr0002g25544,gnl|KimballUMN|GUJ93_ZPchr0002g25544-1,1,1
GUJ93_ZPchr0002g25545,gnl|KimballUMN|GUJ93_ZPchr0002g25545-1,1,1
GUJ93_ZPchr0002g25546,gnl|KimballUMN|GUJ93_ZPchr0002g25546-1,1,1
GUJ93_ZPchr0002g25547,gnl|KimballUMN|GUJ93_ZPchr0002g25547-1,1,1
GUJ93_ZPchr0002g25548,gnl|KimballUMN|GUJ93_ZPchr0002g25548-3,1,1
GUJ93_ZPchr0002g25548,gnl|KimballUMN|GUJ93_ZPchr0002g25548-2,2,1
GUJ93_ZPchr0002g25548,gnl|KimballUMN|GUJ93_ZPchr0002g25548-1,3,1
GUJ93_ZPchr0002g25549,gnl|KimballUMN|GUJ93_ZPchr0002g25549-1,1,1
GUJ93_ZPchr0002g25550,gnl|KimballUMN|GUJ93_ZPchr0002g25550-1,1,1
GUJ93_ZPchr0002g25550,gnl|KimballUMN|GUJ93_ZPchr0002g25550-2,1,2
GUJ93_ZPchr0002g25550,gnl|KimballUMN|GUJ93_ZPchr0002g25550-3,1,3
GUJ93_ZPchr0002g25551,gnl|KimballUMN|GUJ93_ZPchr0002g25551-1,1,1
GUJ93_ZPchr0002g25552,gnl|KimballUMN|GUJ93_ZPchr0002g25552-1,1,1
GUJ93_ZPchr0002g25553,gnl|KimballUMN|GUJ93_ZPchr0002g25553-1,1,1
GUJ93_ZPchr0002g25554,gnl|KimballUMN|GUJ93_ZPchr0002g25554-1,1,1
GUJ93_ZPchr0002g25555,gnl|KimballUMN|GUJ93_ZPchr0002g25555-3,1,1
GUJ93_ZPchr0002g25555,gnl|KimballUMN|GUJ93_ZPchr0002g25555-2,2,1
GUJ93_ZPchr0002g25555,gnl|KimballUMN|GUJ93_ZPchr0002g25555-1,3,1
GUJ93_ZPchr0002g25556,gnl|KimballUMN|GUJ93_ZPchr0002g25556-1,1,1
GUJ93_ZPchr0002g25557,gnl|KimballUMN|GUJ93_ZPchr0002g25557-1,1,1
GUJ93_ZPchr0002g25558,gnl|KimballUMN|GUJ93_ZPchr0002g25558-1,1,1
